id,lon,lat
E02001040,381927.261,405059.471000001
E02001041,382062.669,403974.312999999
E02003806,342514.322,365300.025
E02003887,363527.256,366499.835999999
E02003807,340428.25,365151.969000001
E02003886,366383.584,366874.533
E02001048,384045.066,402858.028000001
E02003804,342298.923,366617.649
E02003885,365809.794,369829.229
E02001049,388814.372,402225.443
E02003805,344597.299,365489.954
E02003884,360157.091,370983.377
E02003802,341181.274,366981.368000001
E02003883,364743.747,372020.155999999
E02003803,340044.433,366918.085999999
E02003882,367049.537,373049.177999999
E02003800,351043.095,367811.096999999
E02003881,365027.383,373149.604
E02003801,342641.602,367414.869999999
E02003880,361851.353,373870.471000001
E02003808,338763.558,364388.955
E02003889,363928.744,365406.762
E02003809,348472.56,359559.703
E02003888,364503.174,366292.483999999
E02005332,334398.075,438562.717
E02005330,334449.214,441776.18
E02005331,334979.734,439595.517999999
E02003975,301378.395,527197.779999999
E02005309,341087.327,408824.174000001
E02004011,351785.571,530380.585000001
E02005220,373432.383,427054.964
E02001472,327238.463,391661.950999999
E02001346,344738.041,384950.864
E02006913,384435.052,400505.634
E02003872,390888.634,371371.57
E02001266,378038.075,394696.738
E02001171,378764.947,400707.23
E02005297,347859.325,424811.141000001
E02001546,466218.25,409107.831
E02001547,453577.041,407995.734999999
E02001544,465106.49,409468.397
E02001545,461878.553,408127.051999999
E02001542,464586.843,411727.162
E02001543,453678.523,410366.901000001
E02001540,455759.847,413646.365
E02001541,468944.94,413206.128
E02001548,456658.275,406589.216
E02001549,461899.344,406521.461999999
E02002446,437765.234,423682.862
E02002447,450247.217,423603.926999999
E02002444,434715.248,424130.892999999
E02002445,432792.09,423889.267000001
E02002442,443827.173,424767.875
E02002443,433738.326,424337.289000001
E02002440,444953.137,425163.648
E02002441,441904.029,424807.494999999
E02002448,448570.252,423606.188999999
E02002449,446553.246,423073.09
E02005746,399590.673,451646.527000001
E02005747,398825.509,451100.895
E02005744,381787.267,463331.791999999
E02005745,400440.081,453484.857000001
E02005742,367824.209,470497.265000001
E02005743,399058.589,463802.546
E02005748,396665.214,447085.024
E02005749,400570.141,444838.592
E02001646,433587.998,386210.502
E02001647,440585.601,386170.527000001
E02001642,439890.617,387214.545
E02001643,431491.672,386973.148
E02001640,433451.588,387382.710000001
E02001648,431971.549,386067.387
E02001649,438394.597,386036.790999999
E02006876,431057.4,431808.148
E02006875,430016.651,433596.617000001
E02006870,479374.83,471399.414999999
E02005816,466127.291,428213.418
E02005817,450459.268,428399.084000001
E02005814,460464.716,431743.915999999
E02005815,460020.755,430572.122
E02005812,449471.369,433221.853
E02005813,461541.941,432294.298
E02005810,453510.478,438460.611
E02005811,462646.724,437450.124
E02005818,456002.649,423266.898
E02002356,423269.009,437566.721999999
E02002357,424531.476,437950.585000001
E02002354,429921.309,438138.705
E02002352,430930.967,438434.018999999
E02002353,431838.443,438410.481000001
E02002350,423651.656,438736.839
E02002351,436652.435,438380.958000001
E02002358,435763.484,437743.079
E02002359,440207.96,437282.736
E02002266,414464.175,421963.641000001
E02002267,413309.997,421421.359999999
E02002264,409140.203,423200.868000001
E02002262,414131.446,423700.509
E02002263,404493.617,423321.895
E02002260,406238.089,423991.986
E02002261,410227.694,423687.197000001
E02002268,410708.871,420712.999
E02002269,408718.477,420799.666999999
E02001556,459826.955,404007.710999999
E02001557,458637.192,403630.961999999
E02001554,455046.684,404584.867000001
E02001555,463137.269,404310.857999999
E02001552,462588.586,405062.548
E02001553,459526.757,404976.971999999
E02001550,455520.719,405708.638
E02001551,456515.782,405008.280999999
E02001558,448903.867,402889.637
E02001559,455151.926,402972.129000001
E02002456,432225.008,421328.482000001
E02002457,434447.971,421318.73
E02002454,433490.571,421376.675000001
E02002455,446535.433,421412.960000001
E02002452,445466.458,422000.278000001
E02002453,438477.137,421970.728
E02002450,439309.388,422753.935000001
E02002451,431427.103,422778.943
E02002458,427608.252,421379.079
E02002459,431325.787,421011.844000001
E02002766,490287.007,407792.058
E02002767,488789.888,407131.688999999
E02002764,487703.58,408645.105
E02002765,489065.394,408243.01
E02002762,489221.562,409074.176000001
E02002763,490644.504,408831.475
E02002760,488258.352,409663.073999999
E02002761,496129.331,409089.943
E02002768,477898.772,404537.422
E02005756,431985.104,487029.186000001
E02002769,489702.133,404509.956
E02005757,442896.523,482342.301999999
E02005754,435665.376,492752.872
E02005755,426694.478,487982.851
E02005752,438716.018,499395.267000001
E02005753,437207.334,493813.163000001
E02005751,451208.835,508025.256999999
E02005758,443216.284,480797.206
E02005759,453402.941,469544.18
E02001656,433279.152,385212.489
E02001657,432508.239,385098.095000001
E02001654,442651.542,385233.332
E02001655,439725.322,385269.346999999
E02001652,435216.676,385819.219000001
E02001653,436568.398,385366.663000001
E02001650,434627.382,385961.392000001
E02001651,429893.994,385844.262
E02002687,518317.266,467294.313999999
E02002686,517154.084,467586.232000001
E02002685,518854.544,468264.893999999
E02002684,518288.019,469006.568
E02001658,437412.811,384883.307
E02001659,441540.901,384828.384
E02002682,506286.467,427731.639
E02002681,507812.21,428303.061000001
E02002680,509129.222,428616.114
E02002689,510012.031,465682.355
E02002688,518020.609,466547.405999999
E02006844,434694.129,386974.501
E02006843,434973.176,387805.473999999
E02002326,419769.91,410754.91
E02002327,423388.981,409098.925000001
E02002324,423277.754,410758.4
E02002325,409888.253,410726.073000001
E02002322,405230.098,411919.286
E02002323,413808.404,411586.039999999
E02002320,412838.048,413317.206
E02002321,419284.908,413172.774
E02002328,413159.257,408116.059
E02002329,415381.622,408192.841
E02002276,423067.421,425146.912
E02002277,425187.558,424314.833000001
E02002274,420646.694,426044.105
E02002275,418676.982,425347.036
E02002272,422783.821,426529.104
E02002273,417040.73,426128.331
E02002270,403908.43,419649.639
E02002271,420467.999,428362.606000001
E02002278,418145.966,424220.252
E02002279,420643.28,424149.113
E02001526,436430.198,405229.948999999
E02001527,431881.311,405107.618000001
E02001524,428614.366,405625.562999999
E02001525,434929.525,405496.300000001
E02001522,445572.115,405759.616
E02001523,437022.36,405721.482000001
E02001520,432519.522,407121.220000001
E02001521,433975.3,406082.345000001
E02001528,441521.862,404723.682
E02001529,435580.104,404142.123
E02002426,436229.264,428784.533
E02002427,434415.603,428542.541999999
E02002424,425773.878,428721.132999999
E02002425,422909.548,428671.967
E02002422,426915.903,429314.516000001
E02002423,431446.292,429068.528999999
E02002420,429151.819,430319.903999999
E02002421,431062.037,430105.564999999
E02002428,430872.643,428296.477
E02002776,461578.053,454688.958000001
E02002777,458901.756,454458.569
E02002774,460158.736,457880.806
E02002775,461134.557,455635.568
E02002772,463065.85,460180.719000001
E02002773,460879.503,458220.551000001
E02002770,496123.485,400763.895
E02002771,477044.318,399975.096000001
E02002778,458613.995,454031.935000001
E02002779,462181.768,453160.825999999
E02001626,432581.079,390619.088
E02001627,433170.935,390408.869999999
E02001624,438217.305,391183.511
E02001625,435143.581,391210.293
E02001622,433984.102,391543.926999999
E02001623,436717.568,391360.611
E02001620,436870.347,392397.134
E02001621,435866.004,392080.775
E02002697,510786.811,443280.203
E02002696,500166.739,443907.271
E02002695,520377.165,447519.464
E02002694,480318.422,449068.449999999
E02001628,440200.093,390769.095000001
E02002693,513579.294,451279.937999999
E02001629,435248.723,390014.598999999
E02002692,472211.839,454305.869999999
E02002691,500712.064,456381.82
E02002699,503161.992,440849.112
E02002698,487857.356,441573.187999999
E02006852,427455.761,437165.209000001
E02002336,425132.352,443437.344000001
E02002337,418302.354,442328.904999999
E02002334,442695.753,444816.472999999
E02002335,436760.62,444309.562999999
E02002332,419783.628,446434.355
E02002333,420186.823,445250.852
E02002330,439839.441,449020.367000001
E02002331,441030.967,448339.363
E02002338,419124.846,441694.778000001
E02002339,420314.909,441175.011
E02002246,411627.191,427689.936000001
E02002247,398991.683,427543.411
E02002244,407614.885,429157.079
E02002245,406324.394,428448.645
E02002242,415945.636,429062.556
E02002243,415447.139,427086.698000001
E02002240,409927.694,430039.029999999
E02002241,413890.685,429305.094000001
E02002248,407419.57,427390.255999999
E02002249,408109.268,426798.261
E02001536,434898.555,400823.158
E02001537,438339.329,400759.275
E02001534,439997.782,402649.266000001
E02001535,427919.67,401505.914999999
E02001532,424531.271,402972.661
E02001533,445165.31,402730.666999999
E02001530,445983.466,404117.527000001
E02001531,439299.7,403474.307
E02001538,436940.072,400663.032
E02001539,469589.663,415423.557
E02002436,429955.98,425574.775
E02002437,428295.529,425429.987
E02002434,431758.535,426653.166999999
E02002435,426349.202,426709.873
E02002432,440033.494,427346.870999999
E02002433,426405.658,427302.295
E02002430,429745.827,427703.313999999
E02002431,427239.55,427723.51
E02002438,445736.594,425871.046
E02002439,442937.259,425374.151000001
E02002746,526170.009,405943.1
E02002747,528293.507,405036.964
E02002744,525651.281,407306.314999999
E02002745,531172.88,406005.747
E02002742,531006.177,407786.142000001
E02002743,529667.168,407512.279999999
E02002740,525097.175,408009.618000001
E02002741,526966.512,408120.867000001
E02002748,525618.599,403702.937999999
E02002749,502946.325,421931.211999999
E02001636,434155.013,388169.731000001
E02001637,438787.854,388171.546
E02001634,433161.088,388716.388
E02001635,431589.884,388618.51
E02001632,436281.181,389145.982000001
E02001633,430576.256,388923.653000001
E02001630,436345.651,389963.555
E02001631,432452.25,389832.797
E02001638,433210.542,387822.479
E02001639,432666.099,387487.249
E02002306,409395.744,416802.482000001
E02002387,424203.506,434804.404999999
E02002307,416904.79,416914.146
E02002386,436726.737,434842.881999999
E02002304,413243.275,417250.499
E02002385,427639.373,434945.785
E02002305,415927.835,417092.163000001
E02002384,429963.072,434898.218
E02002302,418104.13,417748.346000001
E02002383,428317.928,435077.166999999
E02002303,412074.252,417480.698000001
E02002382,432239.963,435146.346999999
E02002300,411268.671,418288.766000001
E02002381,422764.261,435424.575999999
E02002301,413987.499,418152.362
E02002380,423810.275,435462.066
E02002308,411091.46,416841.764
E02002389,433527.188,434733.089
E02002309,413020.923,416461.823999999
E02002388,425402.449,434816.08
E02002256,393199.219,424859.611
E02002257,407752.102,424656.584000001
E02002254,412739.849,425449.774
E02002255,408297.782,425299.65
E02002252,406232.661,425789.18
E02002253,407264.594,425460.505000001
E02002250,401729.875,426064.911
E02002251,409206.622,426075.146
E02002258,414670.096,424762.691
E02002259,408350.669,424178.220000001
E02001587,446615.124,394747.880999999
E02001586,441439.972,395215.77
E02001585,443919.387,395868.921
E02001584,437855.877,396176.800000001
E02001583,444669.305,396910.307
E02001582,443244.027,397289.1
E02001581,445584.161,398183.466
E02001580,445514.455,399254.533
E02001509,435875.165,411595.870999999
E02001588,440359.472,394381.282
E02002406,441487.524,432824.687999999
E02002407,425805.685,432864.454
E02002404,431605.594,433079.949999999
E02002405,421316.173,432974.838
E02002402,436808.103,433342.654999999
E02002403,440429.644,433121.574999999
E02002482,444723.789,410703.699999999
E02002400,427520.435,433415.828
E02002481,447231.19,410893.388
E02002401,434211.009,433226.088
E02002480,446401.559,411362.257999999
E02002408,422596.596,432782.098999999
E02002409,424854.042,433086.965
E02002756,488875.877,411581.445
E02002757,487937.859,411249.863
E02002754,477961.508,412751.539000001
E02002755,489095.118,412065.078
E02002752,510733.312,414775.152000001
E02002753,486998.247,412700.739
E02002750,507786.7,421538.675000001
E02002751,492473.689,418743.447000001
E02002758,489879.985,410393.528000001
E02005787,412399.413,490461.748
E02002759,500536.31,408034.489
E02005786,396489.18,491783.301000001
E02005785,418611.368,497722.625
E02005784,423893.601,498380.089
E02005783,417556.0,501511.33
E02005782,421033.851,508267.454
E02005781,431005.989,451118.68
E02005780,429485.751,453802.304
E02005789,480162.933,483832.312999999
E02005788,469801.586,486561.448999999
E02002666,508663.513,431024.607999999
E02002667,511034.043,430789.309
E02002664,511461.174,431870.971999999
E02002665,506793.349,431242.314999999
E02002662,512863.377,432168.322000001
E02002663,508392.911,431931.767000001
E02002660,514708.026,432457.216
E02002661,513936.08,432287.898
E02002668,513894.232,430834.698000001
E02002669,508056.658,430597.539999999
E02001606,452822.299,385634.140000001
E02001607,445978.51,385478.441
E02001604,443117.701,387962.149
E02001605,452199.071,386888.358999999
E02001602,441978.353,389968.566
E02001603,449265.429,388791.851
E02001600,444065.56,391372.363
E02001681,432211.882,380362.448999999
E02001601,445164.569,390394.077
E02001680,435468.548,380662.732999999
E02001608,446227.807,384536.721999999
E02001609,452282.562,384237.923
E02002316,419842.683,415198.512
E02002397,423302.304,433775.295
E02002317,412393.684,415150.353
E02002396,425843.177,433813.613
E02002314,416820.67,415402.248
E02002395,420440.157,434140.9
E02002315,411113.258,415451.630999999
E02002394,432459.917,434374.261
E02002312,415027.184,415708.164999999
E02002393,431432.799,434304.994999999
E02002313,413436.444,415627.300000001
E02002392,428920.574,434211.777000001
E02002310,416813.744,416225.017000001
E02002391,421709.103,434601.562999999
E02002311,410288.842,416009.765000001
E02002390,435409.952,434701.265000001
E02002318,414163.425,414679.514
E02002399,432893.999,433530.583000001
E02002319,408645.572,413996.223999999
E02002398,435540.311,433604.486
E02002226,414926.841,432418.673
E02002227,417305.31,432037.242000001
E02002224,418311.779,433293.674000001
E02002225,410133.741,432885.375
E02002222,412724.565,433508.775
E02002223,414692.101,433700.052999999
E02002220,418871.526,433898.106000001
E02002221,416767.536,433560.353
E02002228,418755.248,432108.959000001
E02002229,412200.299,431741.437000001
E02001516,438932.556,408503.189999999
E02001597,453590.719,392153.23
E02001517,436107.209,407747.460999999
E02001596,447984.136,392461.686000001
E02001514,441208.652,409548.361
E02001595,451932.036,392574.759
E02001515,434857.341,409499.057
E02001594,443319.351,392752.887
E02001512,432824.971,410269.007999999
E02001593,441332.649,392928.987
E02001513,431031.724,409800.509
E02001592,440063.97,393265.616
E02001510,436724.619,411162.268999999
E02001591,444218.612,393297.007999999
E02001511,439177.636,410548.254000001
E02001590,445213.965,393434.200999999
E02001518,434160.272,407531.145
E02001599,448653.829,391776.944
E02001519,437412.56,407441.380999999
E02001598,445227.01,391875.68
E02002416,438604.769,430449.744999999
E02002417,442247.406,430407.097999999
E02002414,429826.927,431561.664000001
E02002415,429727.46,430962.478
E02002412,426356.949,431754.343
E02002410,427139.676,432558.935000001
E02002411,429053.615,431913.869000001
E02002418,441260.539,430556.199999999
E02002419,428266.203,430424.861
E02002726,518169.55,414585.963
E02002727,527987.741,409862.333000001
E02002724,474784.113,423925.34
E02002725,464416.789,421854.607000001
E02002722,534263.617,427117.857000001
E02002723,473940.908,423967.933
E02002720,475032.278,425844.300000001
E02002721,476591.894,425720.664999999
E02002728,526222.856,409702.867000001
E02005797,489971.515,510247.834000001
E02002729,523896.149,409900.992000001
E02005796,478017.606,511037.159
E02005795,488963.106,511003.507999999
E02005794,471636.228,467912.083000001
E02005791,489670.39,473484.838
E02005790,462129.836,482324.412
E02005799,501874.18,489808.676000001
E02005798,493369.092,503353.028000001
E02002676,507535.047,429773.479
E02002677,511192.093,429436.404999999
E02002674,504893.207,429914.232999999
E02002675,508908.621,429873.685000001
E02002672,515093.691,430365.192
E02002673,511987.262,430225.203
E02002670,505748.943,430528.196
E02002671,512678.345,430550.333000001
E02002678,506701.352,429005.847999999
E02002679,505616.786,428702.060000001
E02001616,435695.039,393361.161
E02001617,437012.156,393188.355
E02001614,435127.953,396384.002
E02001615,433780.379,394026.171
E02001612,428243.775,397716.49
E02001613,433882.749,397168.676000001
E02001610,449304.397,382861.494999999
E02001611,426672.453,398199.103
E02001618,430802.258,392876.732999999
E02001619,434226.649,392703.49
E02002236,414711.079,430480.933
E02002237,413443.44,430504.455
E02002234,419265.773,431042.232000001
E02002235,416606.597,430902.139
E02002232,414164.473,431273.192
E02002233,415423.907,431262.756999999
E02002230,416054.132,431681.074999999
E02002231,413214.397,431559.640000001
E02002238,415525.918,430148.422
E02002239,418268.208,430063.142999999
E02002736,527684.102,408761.944
E02002737,528745.093,408735.492000001
E02002734,524817.35,409002.345000001
E02002735,530052.747,409112.117000001
E02002732,521287.809,409940.595000001
E02002733,525828.061,409155.765000001
E02002730,529181.266,409814.459000001
E02002731,528421.316,409502.142999999
E02002738,523774.818,408122.245999999
E02002739,530473.322,408118.028000001
E02002187,417149.543,444053.189999999
E02002186,403938.449,446154.707
E02002185,416416.977,446307.286
E02002184,412015.859,447774.929
E02002183,407965.172,449598.847999999
E02002189,405465.254,441942.091
E02002188,408318.227,442294.809
E02006814,504539.641,428505.611
E02006813,504779.182,427230.494999999
E02006892,502446.261,457903.944
E02006891,503472.108,458070.583000001
E02002366,432947.763,436418.085999999
E02002367,429666.553,436554.567
E02002364,435186.067,436721.149
E02002362,425641.563,437039.245999999
E02002363,430663.487,437011.9
E02002360,428794.396,437446.202
E02002361,431906.068,437064.834000001
E02002368,421040.159,436403.901000001
E02002369,434173.875,436209.555
E02002206,416699.951,436551.892999999
E02002287,423988.081,422256.737
E02002207,414868.232,436258.198999999
E02002286,422893.983,422495.762
E02002204,410600.89,436997.457
E02002285,420380.346,422864.648
E02002205,403529.833,437072.043
E02002284,425730.452,422903.23
E02002202,414359.938,437465.039000001
E02002283,424269.334,423303.914999999
E02002203,415885.137,437135.296
E02002282,423032.379,423648.743000001
E02002200,413347.922,437835.48
E02002281,421970.42,423884.754000001
E02002201,417932.079,437456.177999999
E02002280,423779.652,424007.483999999
E02002208,418087.626,436285.581
E02002289,423253.779,421197.624
E02002209,419016.2,435787.661
E02002288,425941.771,421485.645
E02001566,456744.88,400855.748
E02001567,455645.298,400654.903000001
E02001564,465178.469,401073.573999999
E02001562,461601.125,401788.132999999
E02001563,460957.517,401168.185000001
E02001560,457780.389,402756.460999999
E02001561,456555.833,401922.622
E02001568,448290.232,400348.521
E02001569,447035.346,400317.810000001
E02002466,428854.097,419273.247
E02002467,434151.975,419147.960000001
E02002464,442635.695,419925.475
E02002465,432099.819,419513.983999999
E02002462,427769.878,420177.603
E02002463,430989.561,419881.114
E02002460,445383.501,420797.209000001
E02002461,440767.324,421144.809
E02002468,429914.678,418236.078
E02002469,437982.551,418024.517000001
E02005766,417316.398,464590.995999999
E02005767,434422.542,458664.141000001
E02005764,431229.891,470563.809
E02005765,439623.577,466376.218
E02005762,430421.606,471670.497
E02005763,435442.153,471764.369999999
E02005760,450310.431,464015.176000001
E02005761,423324.814,475912.686000001
E02005768,428178.994,457615.885
E02005769,435311.972,457209.021
E02002706,505665.017,432552.311000001
E02002787,457982.321,451438.976
E02002707,492070.15,431313.438999999
E02002786,462198.617,451609.665999999
E02002704,518314.034,435015.884
E02002785,463335.151,451607.619999999
E02002705,503465.03,432723.471999999
E02002784,460383.264,451751.999
E02002702,503922.593,439424.776000001
E02002783,457285.718,452241.482999999
E02002703,502867.136,438030.592
E02002782,455841.245,454073.569
E02002700,503993.109,440130.482000001
E02002781,460928.862,452978.914999999
E02002701,478688.082,439196.491
E02002780,459924.008,453409.652000001
E02002708,504430.728,432613.448999999
E02002789,457015.175,450489.818
E02002709,484806.575,429903.135
E02002788,459157.157,451303.119999999
E02001666,443617.647,383694.84
E02001664,437941.352,383967.339
E02001665,432392.208,383752.711999999
E02001662,438841.235,384627.566
E02001663,435105.213,384256.993000001
E02001660,434174.653,384751.953
E02001661,436022.773,384738.614
E02002656,508233.217,433500.494999999
E02002657,509711.625,433259.064999999
E02002654,506741.757,433527.588
E02002655,511320.907,433676.844000001
E02002652,509512.433,435146.99
E02001669,434617.665,383135.771
E02002653,510234.072,434048.83
E02002658,511983.822,432960.028999999
E02002659,507120.961,432764.058
E02002197,411245.461,439105.505999999
E02002196,403302.541,439037.044
E02002195,415244.367,439676.498
E02002194,404775.437,439792.054
E02002193,405743.293,440011.199999999
E02002192,411536.239,440113.869000001
E02002191,405188.014,440967.581
E02002190,406625.873,441539.302999999
E02002199,417732.508,438405.594000001
E02002198,415580.884,438854.988
E02002376,432894.621,435575.262
E02002377,431745.852,435608.624
E02002374,426728.439,435684.603
E02002375,425082.917,435679.961999999
E02002373,427579.785,435936.937000001
E02002370,436604.858,436140.352
E02002371,430994.326,435799.439999999
E02002379,435255.464,435371.665999999
E02002216,415172.486,434628.606000001
E02002297,413468.081,418730.652000001
E02002217,417476.956,434405.173
E02002296,420182.379,419757.511
E02002214,418110.714,435202.504000001
E02002295,416008.725,419540.391000001
E02002215,414075.693,434606.413000001
E02002294,424472.55,420110.025
E02002212,412492.558,435326.715
E02002293,422227.41,420500.282
E02002213,406891.078,434876.343
E02002292,416240.097,420411.023
E02002210,416823.555,435402.824999999
E02002291,419684.626,420856.626
E02002211,413962.177,435349.971000001
E02002290,420669.004,421079.943
E02002218,411575.604,434304.407
E02002299,414999.687,418502.208000001
E02002219,413969.803,434026.493000001
E02002298,424846.614,418443.799000001
E02001576,465230.159,393858.719000001
E02001577,459192.878,393528.351
E02001574,462448.963,397983.876
E02001575,461337.912,397908.181
E02001572,453870.468,398547.011
E02001573,450601.728,398368.056
E02001570,450126.222,399254.278000001
E02001571,454346.193,400134.878
E02001578,441884.525,401305.994000001
E02001579,443744.076,400284.801000001
E02002476,441448.809,414749.489
E02002477,439076.996,414037.551000001
E02002474,432234.498,415980.424000001
E02002475,435181.777,416497.118000001
E02002472,427099.123,416796.357000001
E02002473,431197.912,416484.091
E02002470,434105.009,417476.140000001
E02002471,444191.784,416611.778999999
E02002478,448028.584,413564.223999999
E02002479,442946.291,412874.960000001
E02005776,445965.338,455514.175000001
E02005777,432146.218,454767.055
E02005774,432699.173,455920.052999999
E02005775,429988.92,455481.976
E02005772,435835.599,456330.653999999
E02005773,431042.811,456122.668
E02005770,430610.003,457104.897
E02005771,429020.815,456507.057
E02005778,421984.372,456165.369999999
E02005779,430416.045,454367.698999999
E02002716,520437.03,426868.015000001
E02002717,503548.957,426852.755000001
E02002714,526622.289,427124.237
E02002795,457374.262,446990.309
E02002715,494782.049,426953.866
E02002794,462229.304,449945.225
E02002712,518966.277,428866.594000001
E02002793,457506.13,449499.358999999
E02002792,459529.15,450141.516000001
E02002710,503319.57,429642.878
E02002791,467397.558,451578.722999999
E02002711,502138.541,429474.727
E02002790,460857.181,450652.875
E02002718,499051.865,426980.426999999
E02002719,502815.235,426627.957
E02001676,433932.669,381848.552999999
E02001674,435579.681,382865.505999999
E02001675,443277.971,381946.964
E02001672,438607.26,382991.757999999
E02001673,444382.094,382777.464
E02001670,437099.505,383026.172
E02001671,441814.182,383038.060000001
E02001678,431014.133,380943.85
E02001679,434312.276,380933.692
E02006861,428716.671,435679.726
E02006868,436890.741,386855.130000001
E02006869,440227.408,383541.687000001
E02005806,503832.668,484058.705
E02005807,498943.549,484623.124
E02005804,504073.516,487606.867000001
E02005805,505402.306,484266.888
E02005802,503442.442,488518.434
E02005803,502861.027,487803.301000001
E02005800,504117.514,489042.582
E02005801,502783.476,489260.373
E02005808,511116.838,480340.539999999
E02005809,448233.851,443202.668
E02002346,425059.167,439408.933
E02002347,429645.899,439284.919
E02002344,431340.703,439821.686000001
E02002345,427278.555,439612.363
E02002342,425098.285,440303.129000001
E02002343,420841.254,440016.935000001
E02002341,429433.572,440353.625
E02002348,426019.713,439002.123
E02002349,432495.895,438872.316
E02002265,394296.546,423791.972999999
E02005750,454292.972,509003.9
E02002429,433552.648,428428.607000001
E02001589,448482.379,393340.539999999
E02006803,442654.838,381074.835999999
E02001565,460480.8,401242.666999999
E02002340,421122.603,441164.001
E02005436,541782.974,365261.907
E02005437,556472.358,363390.467
E02005434,526116.456,369482.015000001
E02005435,556093.891,364800.021
E02005432,534945.734,372092.83
E02005433,555684.533,371933.870999999
E02005430,517608.65,377354.426999999
E02005431,545518.81,375821.630000001
E02005438,555718.565,363446.323999999
E02005439,521661.125,358551.085999999
E02006920,431729.7,319287.671
E02006872,406564.668,380534.858999999
E02002826,438185.275,330608.993000001
E02002827,456646.97,308673.92
E02002824,434454.098,331689.509
E02002825,437287.372,331000.539999999
E02002822,433671.702,332412.804
E02002823,438729.38,332372.627
E02002820,438004.293,333341.785
E02002821,436776.268,333056.707
E02004087,447965.265,334864.524
E02004086,442190.258,334760.135
E02004085,447515.032,336504.657
E02002828,461317.541,308070.419
E02005897,465058.828,359033.609999999
E02004084,445483.884,340282.509
E02002829,458213.907,307634.028000001
E02005896,483287.294,361604.130999999
E02004083,447155.091,340577.931
E02005895,475990.086,363996.866
E02004082,443185.73,341661.708000001
E02005894,461556.699,365758.942
E02004081,437736.071,341447.219000001
E02005416,460916.021,298160.630000001
E02005496,495216.921,389769.689999999
E02005417,539969.306,347948.725
E02005495,481338.079,390235.892000001
E02005414,460297.42,299091.382999999
E02005494,510870.222,389210.069
E02005415,458875.944,298498.591
E02005493,485100.848,395664.198000001
E02005412,462525.919,299954.311000001
E02005492,511193.685,401681.454
E02005491,501879.917,307360.136
E02005490,502717.705,307933.632999999
E02005499,501646.536,379997.363
E02005418,531830.834,344454.403999999
E02005498,485834.645,381803.085999999
E02005419,532913.192,344160.060000001
E02005676,474872.404,258615.686000001
E02005674,476549.481,260806.52
E02005675,473639.602,259112.651000001
E02005672,476004.495,261135.438999999
E02005673,473842.778,260861.215
E02005670,475117.658,261330.108999999
E02005671,476952.745,261275.976
E02005678,472667.591,259045.089
E02005679,475177.58,257162.526000001
E02006906,450406.863,343344.142000001
E02006904,457689.468,339471.798
E02006905,457208.313,338474.324999999
E02006903,459288.637,380591.98
E02005866,461652.159,349408.560000001
E02005864,450048.052,334770.419
E02005865,456022.751,354424.602
E02005862,450884.951,335939.046
E02005863,451789.368,335962.314999999
E02005860,453079.732,336801.68
E02005861,453631.229,336056.403999999
E02005868,458839.73,346320.352
E02005869,459095.012,345599.537
E02006850,458595.474,303610.049000001
E02006851,458905.907,304300.335999999
E02002806,433789.55,336435.460000001
E02002887,452976.179,341192.953
E02002807,438483.246,336282.896
E02002886,454618.43,341263.673
E02002804,432288.338,336685.782
E02002885,455701.956,341347.847999999
E02002805,440387.26,336458.641000001
E02002884,456379.494,341769.634
E02002802,436912.183,337242.737
E02002883,458789.486,341763.583000001
E02002803,434822.239,336911.716
E02002882,457384.299,341932.964
E02002800,434562.842,337738.361
E02002881,452023.191,342182.276000001
E02002801,438060.192,337637.808
E02002880,453697.064,342417.933
E02002808,434432.146,335695.359999999
E02002889,456485.855,340619.291999999
E02002809,440376.203,335554.57
E02002888,458474.144,340924.481000001
E02005646,488587.954,278084.23
E02005647,487216.549,277249.026000001
E02005644,487148.884,279107.447000001
E02005645,486326.684,278430.472999999
E02005642,486879.752,280359.143999999
E02005643,487820.038,279516.421
E02005640,480305.567,283441.541999999
E02005641,481783.887,281151.231000001
E02005648,489109.135,276796.683
E02005649,489113.135,274805.959000001
E02005920,455348.99,326259.747
E02006911,463122.239,300625.880999999
E02006919,429445.958,318471.616
E02004066,439429.673,369763.704
E02004067,437909.812,369594.437999999
E02004064,437766.605,371150.084000001
E02005876,461912.81,342238.58
E02004065,436137.443,369966.030999999
E02005877,459785.273,341817.199999999
E02004062,435789.663,372381.992000001
E02005874,459613.71,342987.73
E02004063,436626.233,371346.119999999
E02005875,460845.154,342673.211999999
E02004060,442219.073,373007.352
E02005872,464148.928,344123.766000001
E02004061,437788.686,372607.991
E02005873,458801.262,344145.477
E02005870,457916.795,345329.380000001
E02005871,459936.183,345292.592
E02004068,420011.972,378976.847999999
E02004069,422706.505,372279.431
E02005878,460918.828,341242.151000001
E02005879,462049.001,340927.564999999
E02006820,454329.292,305903.169
E02002816,432248.583,333541.829
E02002897,451767.887,339308.736
E02002817,433552.591,333545.426000001
E02002896,458781.657,339724.467
E02002814,430945.445,334282.835000001
E02002895,456130.779,339918.756999999
E02002815,434891.953,334162.159
E02002894,453489.571,340237.157
E02002812,433485.134,334760.432
E02002893,455327.647,340362.756999999
E02002813,435589.487,334663.714
E02002892,451365.955,340474.798
E02002810,430842.592,335309.738
E02002891,459793.156,340594.268999999
E02006828,445719.876,343118.378
E02002811,434862.204,334851.02
E02002890,457573.046,340534.253
E02002818,434719.127,333396.352
