origin,destination,flow
E02000041,E02000589,1
E02005132,E02006607,1
E02002340,E02005269,1
E02003767,E02003766,17
E02004730,W02000130,1
E02002630,E02001299,1
E02001567,E02002694,3
E02001253,E02001266,2
E02006832,E02003329,4
E02005450,E02005445,236
E02005907,E02003675,1
E02003201,E02003206,102
E02005193,E02005328,3
E02004802,E02006575,2
E02000860,E02000548,1
E02005431,E02002733,2
E02005356,E02002810,3
E02005016,E02005010,66
E02000758,E02000764,14
E02004594,E02000476,4
E02003903,E02000977,1
E02005122,E02003324,12
E02003648,W02000250,1
E02006825,E02006877,1
W02000244,W02000383,2
E02002127,E02002114,14
E02006604,E02006789,5
E02004931,E02003627,1
E02006362,E02006445,4
E02006139,E02006120,3
E02005353,E02005866,1
E02001179,E02001177,233
E02004038,E02005785,1
E02000506,E02000280,1
E02004334,E02001760,1
E02000152,E02000186,11
E02005032,E02005666,1
E02002247,E02001108,4
E02003747,E02006868,1
E02005930,E02003693,1
E02001633,E02001637,54
E02002876,E02005360,1
E02000808,E02000828,5
E02005578,E02006080,2
E02001867,E02006810,2
E02000498,E02003686,1
E02000269,E02006931,1
E02000065,E02006410,1
E02003216,E02001942,1
E02002011,E02002079,1
E02003013,E02003571,1
E02003962,E02003147,2
E02000374,E02000620,6
E02001165,E02001025,3
E02006739,E02006719,28
E02001915,E02001953,5
E02000653,E02000525,1
E02003540,E02003377,2
E02006126,E02003778,1
E02005308,E02000878,1
E02001345,S92000003,6
E02002596,W02000329,1
E02001768,E02005715,9
E02000705,E02000606,12
E02001148,E02001144,32
E02001017,E02002250,1
E02000878,E02000093,1
E02004939,E02003759,1
E02003611,E02000979,10
E02003121,E02006905,2
E02002778,E02002775,49
E02004707,E02004715,2
E02002909,E02004989,1
E02001662,E02005901,1
E02004723,E02006545,1
E02004734,E02003107,1
E02006531,OD0000002,5
E02003099,E02003030,9
E02003196,E02003106,3
E02005830,E02004520,1
E02000703,E02000599,8
E02002591,E02001176,12
E02005717,E02001691,6
E02000317,E02005040,1
W02000288,W02000310,13
E02001215,E02001046,1
E02005062,E02000492,1
E02003292,E02000873,1
E02002601,E02001270,3
E02004695,E02004679,52
E02000562,E02006105,1
E02006384,E02004808,3
E02000555,E02000788,1
E02003747,E02003726,2
E02004921,E02004964,2
E02002044,E02001877,1
E02004214,E02005110,1
E02001861,E02002072,1
E02001844,E02002035,1
E02000378,E02003406,1
E02001320,E02001150,1
E02003891,E02003830,13
E02002266,E02001326,1
E02000645,E02000369,1
E02001970,E02006511,1
E02003702,E02003106,1
E02000559,E02000183,9
E02001035,E02001089,10
E02005700,E02003432,1
E02004984,E02000528,1
E02002844,E02005350,2
E02006200,E02003829,2
E02002986,E02006051,1
E02002308,E02002233,1
E02001851,W02000089,1
E02002111,E02006509,1
E02006824,E02003702,34
E02003589,E02004824,26
E02000586,E02000144,1
E02006176,E02006647,1
E02002329,E02002219,6
E02000523,E02000621,3
E02002201,E02005767,1
E02003629,E02006060,1
E02006201,E02001059,1
E02003450,E02004818,1
E02000799,E02000585,1
E02000979,E02000191,33
E02006337,E02004531,1
E02003080,W02000343,1
E02002044,E02002037,1
E02004433,E02000421,3
E02001412,E02005313,14
E02000565,E02000311,2
E02003877,E02001331,6
E02006343,E02000787,2
E02005592,E02000970,2
E02006654,E02003047,1
E02004662,E02003069,1
E02003826,E02003846,1
E02003784,E02004522,1
E02006528,E02002127,1
E02000002,E02000893,1
E02004630,E02003002,1
E02005122,E02000575,3
E02001339,E02001320,1
E02003408,E02000764,1
E02000402,E02003066,1
E02000489,E02003314,1
E02002721,E02002729,4
E02002922,E02002921,5
E02005396,E02005828,4
E02006929,E02000721,3
E02000387,E02004522,1
E02000828,E02000079,2
E02005638,E02005674,88
E02006700,E02001922,22
E02004618,E02003432,2
E02003479,E02000189,2
W02000164,E02006380,1
E02004454,E02006239,1
E02006133,E02002015,1
E02004695,E02006634,1
W02000287,W02000280,7
E02004613,E02006153,1
E02002440,E02006814,1
E02006798,E02000591,1
E02006697,E02002022,10
E02001640,E02004088,1
E02004058,E02002929,1
E02004264,E02002062,1
W02000226,E02005320,1
E02003355,E02000508,3
E02005780,E02004818,1
E02000593,E02000542,2
E02005858,E02000573,1
E02004148,E02004142,137
E02000832,E02001984,1
E02006492,E02005382,2
E02003508,E02000958,2
E02005029,E02000586,3
W02000039,E02000106,1
E02001259,E02005281,1
E02004679,E02006359,2
E02005364,E02003778,1
E02003430,E02006802,3
E02005657,E02000878,1
E02001063,E02003802,1
E02005777,E02002230,4
E02005192,E02005960,1
E02001974,E02002081,2
E02001738,E02004308,1
E02006214,E02002957,1
E02000351,E02000420,5
E02000509,E02006457,1
E02002312,E02002290,4
E02003516,E02005155,1
E02006592,E02006343,3
E02004086,E02005370,1
E02000930,E02000207,1
E02004875,E02000825,1
E02001898,E02001923,9
E02005619,E02006529,4
W02000093,W02000012,1
E02005342,E02006364,1
E02001744,E02001787,2
E02001056,E02005924,1
E02005136,E02006380,1
E02000413,E02000414,1
E02003631,E02005262,2
E02000323,E02003303,5
E02001433,E02000750,1
E02003866,E02005435,2
E02003983,N92000002,1
E02004258,E02006637,1
E02004994,E02004934,7
E02005655,E02005456,1
E02004554,E02000747,5
E02004685,E02000974,3
E02005966,E02000248,1
E02000737,E02002177,1
E02006091,E02006094,36
E02003600,E02003623,1
E02000744,E02000180,1
E02000725,E02000160,2
E02000877,E02000401,2
E02005030,E02005059,3
E02004403,E02006342,2
E02000206,E02000395,1
E02004871,E02003649,1
E02006446,E02003363,1
W02000347,E02003467,1
E02004080,E02004045,1
E02001552,E02005898,1
E02004489,E02003757,1
E02002417,E02001553,3
E02004706,E02006544,1
E02002257,E02002280,5
E02006521,E02001988,104
E02003774,E02004575,1
E02002384,E02005775,12
E02006389,E02003714,1
E02001432,E02003135,1
E02001525,E02006910,1
E02005688,E02004682,1
E02004917,E02003688,1
E02004829,E02003725,1
E02000148,E02000229,2
E02004385,E02006572,1
E02000888,E02000585,1
E02001377,E02001380,4
W02000164,W02000189,18
E02000896,E02000878,28
E02004277,E02003092,1
E02004790,E02005154,1
E02006891,E02002396,1
E02000643,E02000725,4
E02001778,E02001729,4
E02002546,E02002547,70
E02002031,E02002251,2
E02000818,E02000879,2
E02005196,E02002637,1
E02000207,E02000116,1
E02000747,E02000168,4
E02001931,E02001958,2
E02000872,E02000573,18
E02005327,E02005297,1
E02002693,E02005763,2
E02001983,E02000632,1
E02000536,E02003682,1
E02002973,E02005785,2
E02000177,E02000126,3
E02002437,E02004348,1
E02000506,E02004962,3
E02004725,E02006345,1
E02002465,E02001602,3
E02005612,E02005663,1
E02001450,E02005261,1
E02005384,E02000977,5
E02001381,E02001446,6
E02006851,E02006809,1
E02003300,E02000395,1
E02005637,E02001299,1
E02002746,E02006410,1
E02001723,E02004297,2
E02000256,E02000121,8
E02005669,E02000509,1
E02006502,E02006496,175
E02002822,E02006899,3
E02003647,E02000621,1
E02006139,OD0000002,6
E02006899,E02002941,1
E02006398,E02000851,5
E02000200,E02006384,4
E02005146,E02005049,5
E02000517,E02000531,10
E02003273,E02003483,1
E02002001,E02002039,1
E02003219,E02003235,67
E02004546,E02004948,4
E02000886,E02000430,2
E02005837,E02004030,2
E02000581,E02000979,33
E02000301,E02000409,6
E02003905,E02004195,1
E02001840,E02001857,47
E02002819,E02004091,5
E02006216,E02002808,5
E02006091,E02006100,5
E02003419,E02001272,1
E02002584,E02001425,1
E02001029,OD0000003,224
E02000041,E02000405,1
E02004458,OD0000003,392
E02002978,E02006149,1
E02006609,E02006364,7
W02000195,W02000173,4
E02000733,E02000757,4
E02004379,E02004318,1
E02003258,E02003614,9
E02003370,E02000591,1
E02003847,E02001492,8
E02002024,E02001939,5
E02000619,E02000134,1
E02005857,E02006904,121
E02004594,E02004468,3
E02004409,E02003511,1
E02004689,S92000003,1
E02001081,E02006370,1
W02000136,E02000974,1
E02002868,E02006835,22
E02003455,E02003721,1
E02005623,E02006765,1
E02002942,E02006202,1
E02006890,E02004666,1
E02001343,E02001441,2
E02001159,E02001262,6
E02000078,E02000591,1
E02005247,E02000999,1
E02006355,E02006353,4
E02005700,E02003617,10
E02004431,E02004489,28
E02005963,E02000878,1
E02001412,E02003886,2
E02003721,E02000979,4
E02003978,E02001852,1
E02000666,E02000549,1
E02002086,E02006487,1
E02002014,E02002140,1
E02006225,E02004596,1
E02000571,E02000967,16
E02001869,E02001911,1
E02001306,E02002650,1
E02003793,E02004923,7
E02001167,E02005277,1
E02000090,E02000816,1
E02000321,E02006925,3
E02006186,E02006709,6
E02001312,E02001320,56
E02001747,E02005709,5
E02000881,E02004868,1
E02003977,E02001095,1
E02003347,E02002582,1
E02005243,OD0000003,187
E02002915,E02006704,1
E02002244,E02002185,2
E02003197,E02006821,1
E02003362,E02003414,6
E02001343,E02001334,12
E02004990,E02002921,2
E02001067,E02001070,35
E02005284,E02005293,2
E02000819,E02000835,3
E02005856,E02004076,1
E02002146,E02001938,4
E02002297,E02002300,34
E02000968,E02000167,5
E02003696,E02005949,7
E02006084,E02004257,3
E02001325,E02001124,1
E02001829,E02003709,1
E02004844,E02004497,1
W02000221,W02000165,1
E02000442,E02000404,1
E02004344,E02002537,6
E02002492,E02002485,45
E02000433,E02003683,1
E02002111,E02005439,1
E02000017,E02000370,1
E02005717,E02001779,4
E02001810,E02005604,1
W02000399,W02000326,5
E02003106,E02004662,7
E02001282,W02000068,1
E02004890,E02006801,5
E02003640,E02000725,1
E02004241,E02000538,1
E02000368,E02000116,1
E02001907,E02001979,2
E02005711,E02000870,3
E02001305,E02006578,1
E02006442,E02006332,3
E02002204,E02002236,15
E02000501,E02004802,1
E02006539,E02006583,2
E02006083,E02004142,1
E02000853,E02000617,4
E02001928,E02001954,4
E02002613,E02001169,1
E02004696,E02003188,1
E02006243,E02000193,1
E02006705,E02006744,19
E02005743,E02006141,1
E02002330,E02002394,7
E02002904,E02005615,1
W02000420,W02000012,1
E02006481,E02005923,1
E02006903,E02004063,1
E02000789,E02000551,5
E02006121,E02006897,6
E02000257,E02000933,2
E02004982,E02004552,4
E02004930,OD0000001,415
E02001956,E02001915,5
E02002893,E02005906,1
E02003483,E02002768,1
E02006608,E02006631,1
E02004507,E02004506,83
E02000401,E02000561,2
E02006679,E02004255,3
E02003229,E02002995,1
E02005162,E02000518,1
E02003639,E02004986,1
E02001954,E02002019,1
E02003492,E02006381,2
E02003392,E02005913,1
E02003100,E02004608,4
E02002353,E02006371,3
E02003365,E02000391,1
E02002923,E02004650,5
E02002474,E02001878,2
E02004715,E02004742,3
E02005763,E02002636,1
E02005636,E02005926,1
E02001537,E02002755,2
E02001907,E02006808,15
E02002066,E02001904,6
W02000114,E02004198,1
E02000926,E02000283,1
E02005360,E02006850,74
E02006152,E02005341,1
E02000334,E02000675,2
E02001027,E02001052,6
E02001674,E02003856,2
E02004961,E02000725,1
E02001419,E02006932,9
E02002983,E02001404,1
E02000568,E02000416,2
E02000081,E02000341,1
E02005289,E02001103,1
E02000254,E02000957,1
E02000058,E02002874,1
E02006345,E02004760,1
E02003671,E02005040,1
E02001669,E02001597,2
E02003885,E02001180,1
E02003127,E02003053,1
E02006091,E02004157,1
E02000639,E02000825,1
E02000048,E02000311,1
E02004402,E02005082,1
E02006132,E02006902,1
E02006580,E02004835,3
E02003011,E02006669,1
E02001801,E02006841,17
E02006434,E02000173,2
E02000099,E02000390,2
E02002441,E02001566,4
E02000266,E02000928,2
E02005180,E02001059,4
E02003632,E02006530,1
E02001077,E02001184,83
E02005881,E02002873,1
E02003811,E02003836,4
E02003737,E02003252,1
E02003968,E02003975,187
E02003272,E02003660,4
E02001029,E02002621,2
E02001021,E02003845,1
E02006811,E02001790,5
E02000131,E02000665,1
E02002907,E02000182,1
E02006330,E02006327,36
E02001449,W02000304,1
E02006817,E02002864,2
E02003544,E02004717,9
E02004310,E02000252,1
E02001662,E02001625,7
E02000358,E02000660,1
E02003656,E02000386,1
E02001182,E02001080,2
E02005974,E02000001,51
E02004020,E02003803,1
E02005167,E02006461,1
E02006726,E02004989,1
E02006839,E02000173,1
E02003690,E02000112,4
E02003490,E02003610,5
E02002884,E02001262,1
E02003670,E02000563,1
E02005913,E02004032,1
E02004103,E02001124,1
E02005673,E02005683,32
E02001004,E02001173,2
E02004972,E02004992,1
E02005022,E02005132,7
E02001103,E02002894,1
E02003818,E02001117,1
E02006571,E02003541,1
E02003472,E02003459,16
E02000317,E02003324,1
E02000681,E02000383,2
E02001547,E02003408,1
E02003161,E02003358,1
E02006846,E02006105,4
E02000231,E02000219,8
E02000683,E02000001,160
E02001275,E02001042,3
E02000566,E02006794,6
E02005388,E02005369,4
E02005748,E02003883,1
E02003682,E02004690,2
E02002805,E02004054,7
E02005037,E02005150,1
E02000270,E02000192,8
E02005704,E02004298,1
E02002098,E02001871,1
E02000042,E02004537,2
E02000724,E02004682,1
E02005598,E02006922,1
E02000028,E02004985,2
E02002419,E02002804,1
E02001910,E02002070,1
E02004053,E02005877,2
E02005473,E02002777,1
E02001040,E02001112,13
E02000182,E02000035,2
E02000593,E02000518,2
E02006693,E02006695,315
E02001794,E02001819,136
E02002047,E02006897,7
E02002926,E02000043,1
E02003451,E02000576,2
E02001177,E02001059,16
E02001697,E02004841,1
E02001508,W02000074,6
E02006337,E02000602,20
E02003462,E02005372,1
E02001176,E02003837,1
E02000253,E02000945,1
E02004963,E02000267,1
E02002281,W02000010,1
E02004592,E02004545,23
E02001660,E02002454,5
E02000193,E02000768,1
E02004635,E02003046,1
E02004898,E02000041,7
E02004148,E02004135,3
E02006069,E02006089,9
E02002115,E02001832,3
E02003672,E02000967,9
E02004036,E02005870,1
E02006405,E02006328,36
E02001846,E02006897,28
E02005151,E02002784,1
E02001184,E02001011,1
E02003332,E02000059,1
E02000271,E02000589,4
E02003769,E02003764,325
E02004670,E02004628,9
E02000690,E02006356,4
E02003274,E02005625,2
E02000474,E02000332,1
E02004209,E02003154,7
E02006631,E02005598,1
E02000501,E02003278,2
E02002901,E02002875,6
E02004780,E02006671,7
E02002056,E02006504,2
E02000943,E02006787,1
E02000137,E02000155,3
E02003239,E02006877,172
E02003775,E02003250,2
E02003104,E02003006,1
E02003935,E02004228,34
E02005101,E02000659,3
E02000716,E02000467,3
E02005797,E02002324,1
E02003087,E02006062,33
E02004937,E02000144,1
E02006794,E02000372,8
E02003331,E02000222,1
E02000128,E02005627,1
E02001660,E02001606,7
E02004894,E02004470,1
E02004964,E02005994,1
E02005169,E02004934,1
E02006257,E02004516,1
E02000601,E02006854,95
E02003623,E02000538,1
E02000374,E02000261,14
E02000264,E02003276,1
E02000296,E02000390,1
E02001695,E02005705,1
E02001047,E02000999,8
E02002078,E02002145,1
E02003027,E02003085,2
E02000111,E02000463,1
E02000985,E02001316,3
E02003680,E02003446,1
E02002159,E02006806,1
E02005802,E02002448,1
E02006932,E02001349,6
W02000302,W02000251,2
E02000917,E02000960,5
E02000595,E02006389,1
E02000020,E02004471,6
E02000048,E02000813,1
W02000226,E02006218,1
E02005485,E02004852,1
E02006344,E02006421,9
E02004636,E02006757,1
E02003311,E02005071,2
E02003170,E02003125,1
E02003389,E02004817,1
E02006434,E02000661,1
E02000698,E02000941,2
E02001919,E02002135,3
W02000173,W02000281,7
E02000414,E02000299,3
E02000411,E02000381,1
E02004818,E02000924,3
E02004991,E02004976,10
E02003041,E02004636,1
E02005255,E02001458,1
E02005026,E02005020,47
E02006559,E02006578,17
E02001317,E02001097,11
E02001837,E02004134,1
E02002902,E02005700,2
E02000639,E02000648,7
E02001307,E02001074,1
E02000780,E02000030,1
E02003079,E02003425,1
E02000206,E02000134,5
W02000110,W02000343,2
E02002386,E02002276,1
E02005979,E02005678,1
E02005133,E02005099,1
E02006666,E02004259,1
E02006801,E02003034,1
E02006394,E02006618,1
E02000414,E02004547,3
E02005895,E02005445,15
E02001366,E02006190,3
E02000884,E02000877,6
E02005727,E02003993,2
E02000373,E02000873,1
E02006035,E02003810,2
E02006039,E02002169,1
E02004929,E02004860,3
E02001992,E02001967,27
E02006306,E02006307,41
E02004389,E02000383,1
E02001171,E02001211,1
E02005551,E02006243,2
E02001291,E02006913,5
E02003443,E02003418,2
E02003332,E02000884,2
E02000158,E02000183,2
E02005818,E02002476,3
E02003686,E02000506,1
E02002583,E02006796,1
E02005726,E02001714,43
E02000563,OD0000003,376
E02005347,E02002824,2
E02003702,E02000924,1
E02000916,E02000383,1
E02000342,E02000816,4
E02002184,OD0000001,942
E02002158,E02003207,2
E02003268,E02004985,4
E02001288,OD0000002,7
E02004392,E02003666,1
E02000380,E02003690,1
E02003172,E02004252,29
E02000416,E02000301,3
E02003692,E02000192,7
E02000737,E02000455,1
E02004117,E02001665,1
E02000998,E02000722,1
E02000492,E02000359,1
E02003762,E02003750,2
E02003350,E02003324,29
E02006005,E02005687,2
E02000647,E02005030,1
E02000773,E02000765,29
E02002723,E02001557,8
E02003352,E02006397,9
E02000910,E02000759,2
E02006698,E02002090,1
E02005107,E02002680,1
E02002353,E02002454,18
E02000864,E02000744,1
E02005264,E02001424,2
E02003275,E02004857,7
E02005218,E02001298,1
E02006174,E02004717,1
E02004223,E02003043,1
E02005195,E02001436,14
E02003643,E02000588,2
E02002516,E02006861,1
E02004578,E02004470,2
E02005986,E02003367,11
E02005780,E02002201,1
E02005309,E02002890,1
E02001165,E02001410,5
W02000340,W02000392,8
W02000014,E02005629,1
E02000687,E02000145,2
E02004818,E02003398,1
E02005976,E02003369,5
E02001522,E02003830,1
E02004074,E02004032,8
E02001897,E02001905,10
E02002329,E02001094,1
E02004491,E02000165,1
E02002264,E02002395,1
E02003607,E02005921,1
E02001831,E02000509,1
E02001121,E02003855,1
W02000232,W02000219,17
E02003192,E02003177,4
E02006525,E02000286,1
E02006481,E02001986,3
E02000219,E02000091,3
E02000353,E02000404,3
E02006792,E02000175,2
E02004786,E02003575,4
E02002244,E02002227,27
E02003893,E02006002,3
E02003621,E02000173,1
E02005240,E02002705,1
E02001238,E02001132,1
E02000700,E02000361,1
E02005170,E02000861,1
E02002012,E02004545,1
E02001232,E02001062,30
E02004509,E02003262,3
E02005355,E02006925,1
E02003146,E02003959,2
E02003585,E02003536,2
E02002617,E02005211,2
E02000728,E02000475,1
E02006249,E02003971,1
E02005286,E02005281,73
E02003261,E02000279,1
E02006337,E02006388,1
W02000202,W02000251,2
E02000118,E02000808,14
E02005986,E02005926,2
E02000406,E02000372,3
E02005254,E02001731,1
E02006766,OD0000002,3
E02004330,E02004321,53
E02004729,OD0000003,304
E02005681,E02003639,3
E02006915,E02001215,2
E02000335,E02003666,1
E02001532,E02001114,1
E02004673,E02006717,3
W02000391,W02000130,1
W02000337,W02000325,2
E02000833,E02000152,1
E02004356,E02000923,1
E02005208,E02001031,1
E02001135,OD0000001,166
E02000675,E02006332,1
E02000343,E02000575,10
E02000910,E02006882,1
E02005380,E02006224,2
E02006794,E02000114,1
E02003383,E02002010,1
E02003604,E02000371,3
E02002108,E02002102,129
E02000432,E02000258,2
E02000559,E02004905,2
E02000464,E02000900,3
E02000425,E02000114,1
E02002403,E02002432,12
E02006297,E02006305,2
E02005616,E02004868,1
E02004529,E02000890,1
E02003906,E02003942,6
E02000624,E02000314,2
E02001727,E02005727,1
E02005748,E02002239,5
E02001908,E02006473,7
E02000432,E02000580,2
E02004061,E02001245,1
E02005041,E02000186,3
E02002768,E02001614,5
E02005345,E02002854,1
E02005825,E02005914,4
E02006318,E02000693,1
E02001888,E02001965,1
E02006138,E02002400,1
E02001711,E02001803,11
E02001247,E02002598,2
E02005015,E02005145,38
E02004309,E02002490,1
E02003147,E02003903,12
E02001123,E02001089,1
E02004808,E02006767,1
E02002857,E02006522,2
E02002139,E02001951,2
E02005842,E02005409,1
E02000261,E02006792,64
E02003645,E02003600,3
W02000202,E02006341,1
E02000953,E02006370,3
E02001882,E02001947,1
E02002250,E02002186,6
E02002056,OD0000004,1
E02002783,E02002675,1
E02000392,E02000575,37
E02004458,E02003563,1
E02001467,E02003809,8
E02001872,E02003627,1
E02006123,E02006182,2
E02002924,W02000221,1
E02002329,E02005850,2
E02006240,E02005517,13
E02003596,E02004643,1
E02001653,W02000072,1
E02000987,E02001326,5
E02003121,E02006489,1
E02002753,E02001731,1
E02000489,E02000768,2
E02003348,E02000363,1
E02006059,E02006694,2
E02002422,E02002201,3
E02006297,E02000568,1
E02005918,E02005909,17
E02002109,E02002082,1
E02001267,E02001301,3
E02005004,E02006801,8
E02006727,E02000191,1
E02006611,E02004404,1
E02000948,E02004951,1
E02000261,E02005217,1
E02000843,E02005100,1
E02000553,E02003690,1
E02006554,E02006550,39
E02004052,E02001579,1
E02002238,E02002203,5
E02000103,E02000344,1
E02006723,E02002052,1
E02000819,E02000363,2
W02000394,E02005897,1
E02005151,E02004500,1
E02000904,E02004976,3
E02002277,E02002233,1
E02001897,E02000001,1
E02001362,E02001465,50
E02005161,E02000256,2
E02000961,E02003415,3
E02000468,E02000750,11
E02000624,E02000592,10
E02001351,E02006020,1
E02002035,E02006704,4
E02003427,E02005945,2
E02003391,E02004703,1
E02003085,E02004662,2
E02002085,E02001106,1
E02004172,S92000003,2
E02002433,E02002399,29
E02000460,E02000525,1
E02005483,E02005418,8
E02003158,E02003149,1
E02003668,E02006853,1
E02002709,E02000121,1
E02001881,E02003479,1
E02005879,OD0000001,274
E02002637,E02005208,54
E02006597,E02000978,3
E02002766,E02002435,1
E02003837,E02006023,1
E02000781,E02000186,18
E02004097,E02002996,5
E02002947,E02005684,2
E02000930,E02000545,1
E02003769,E02003249,7
E02003477,E02001343,1
E02002105,E02004857,1
E02000496,E02003675,1
E02004112,E02001630,2
E02002460,E02002517,1
E02000148,E02000721,1
E02002845,E02005356,4
E02002047,E02006525,1
E02002673,E02002677,349
E02005339,E02005374,16
E02002006,E02001930,1
E02004094,E02001178,11
E02005910,E02004083,8
E02002457,E02002436,2
E02001071,E02002620,1
E02006150,E02006875,2
E02000436,E02000554,1
E02006890,E02004223,1
E02000094,E02000101,27
E02006876,E02005776,3
W02000394,W02000360,17
E02003257,E02003759,1
E02000120,E02000976,23
E02005058,E02005020,2
E02000689,E02005075,1
E02002885,E02005397,6
E02005988,E02005982,21
E02006875,E02002308,1
E02000514,E02000826,2
E02003483,E02000431,1
E02004846,E02000808,14
E02001190,E02001092,1
E02005816,E02001628,3
E02001208,E02001055,6
E02001765,E02001794,2
E02005624,E02000056,1
W02000120,W02000249,2
E02005714,E02005707,2
E02005363,E02002839,4
E02003390,E02003446,21
E02005817,E02002345,1
E02004592,E02004880,13
E02006813,OD0000002,21
E02002758,E02002802,2
E02001339,E02001424,32
E02006229,E02004506,5
E02001308,E02001404,1
E02000572,E02000182,4
E02002260,E02005809,1
E02004572,E02000491,1
E02006712,E02005928,1
E02002366,E02002773,1
E02000519,E02000362,1
E02005905,E02005901,18
E02005056,E02000662,1
E02002286,E02002723,1
E02003290,E02000725,1
E02006034,E02006197,5
E02001732,E02004068,1
E02000559,E02000259,1
E02004486,E02004520,2
E02001434,S92000003,3
E02002036,E02002047,3
E02006851,E02005644,3
E02006793,E02004550,1
E02006619,E02004380,36
E02003436,E02006464,1
E02000741,E02000580,2
E02004326,E02004335,9
E02005539,E02000978,1
E02001834,E02006218,8
E02000519,E02004494,1
E02004641,E02003148,2
E02003746,E02002221,1
E02003645,E02004900,3
E02003865,E02001111,1
E02003305,E02000475,2
E02003043,W02000421,1
E02002147,E02002128,6
E02003586,E02003541,4
E02000023,E02000767,1
E02000946,E02000954,12
E02000667,E02002996,3
E02006726,E02006714,1
E02003687,E02000375,7
E02002940,E02001454,1
E02001943,E02006529,3
E02000057,E02006794,1
E02001167,E02005785,2
E02001496,E02001469,8
E02005919,E02006806,1
E02005780,E02005803,1
E02000622,E02006358,1
E02003780,E02003728,68
E02006578,E02006555,1
E02004469,E02000924,1
E02001811,E02001823,6
E02001500,E02001285,1
W02000367,W02000327,3
E02001038,E02002399,1
E02006124,E02002982,1
E02000288,E02000785,1
E02001901,E02002161,1
E02002311,E02005762,1
W02000176,E02005979,3
E02000135,E02000658,2
E02006324,E02006902,1
E02006545,E02006543,29
E02003635,E02003477,5
E02001385,E02003908,2
E02003693,E02006578,4
E02003778,E02000889,1
E02000005,E02000466,2
E02005778,E02006912,1
E02005252,E02000997,1
E02004869,E02000596,3
E02005969,E02006004,2
E02002346,E02002380,3
E02000037,E02000269,1
E02003792,E02003752,1
E02000733,E02003288,2
E02005370,E02005360,4
E02004214,OD0000002,1
E02001183,E02006902,87
E02004170,E02002038,2
E02003446,E02003356,2
E02003837,E02001202,3
E02004664,E02006888,1
E02001859,E02001952,1
E02005174,E02005157,1
E02000494,E02000256,4
W02000203,W02000152,4
E02000932,E02003539,1
E02000041,E02000971,6
E02000979,E02000901,1
E02002246,E02001063,1
E02005511,E02005603,40
E02002334,E02005789,1
E02006632,E02006555,5
E02000260,E02000787,4
E02001467,E02000184,1
W02000423,E02001320,1
E02000917,E02000347,1
E02006342,E02006792,1
E02004490,E02004599,6
E02006469,E02003710,1
E02000326,E02000011,1
E02005567,E02005521,1
E02005190,E02005297,4
E02000584,E02000392,1
E02004522,E02006789,1
E02002443,E02001614,3
E02000304,E02000419,13
E02001710,E02000031,1
E02000837,E02000621,10
E02000774,E02000291,1
E02002122,E02002010,4
E02000405,E02005672,1
E02006225,E02001915,3
E02004733,E02006571,5
E02002925,E02005376,1
E02003280,E02000725,1
E02003264,E02000878,2
E02005780,E02002546,1
E02003315,E02003420,1
E02005998,E02005690,1
E02005483,E02002737,1
E02000241,E02002387,1
E02006533,E02000884,1
E02006523,E02000191,1
E02000690,E02000791,7
E02000016,E02000736,5
E02006173,E02006193,22
E02005983,E02002867,1
E02000065,E02000504,1
E02005686,E02004616,1
E02003902,S92000003,9
E02003339,E02005077,2
E02005196,E02001159,7
E02004733,E02003425,1
E02005091,E02005031,4
E02000133,E02006853,4
E02006764,E02004641,1
E02002720,E02001560,14
E02000609,E02006400,11
E02001829,E02005622,1
E02004930,E02004991,10
E02006301,E02000930,1
E02003432,E02006424,1
E02003471,E02003610,4
E02004845,E02003265,1
E02001956,E02001888,2
E02000824,E02000651,1
E02006815,E02002099,1
E02000429,E02000751,1
E02002832,E02005339,15
E02003885,E02003800,6
E02004915,E02000850,1
E02003752,E02005679,1
E02000213,E02000582,1
E02000123,E02005952,1
E02001205,E02001075,4
E02000693,E02006358,5
E02005257,E02005412,1
E02002380,E02002381,48
E02003261,E02005676,1
E02000084,E02000367,1
E02000535,E02000386,1
W02000289,E02006850,1
E02002102,E02002081,1
E02005016,E02000090,1
E02005975,E02005959,10
E02000373,E02000630,1
E02002291,E02002259,5
E02004706,E02006839,26
E02000826,E02000952,3
E02000518,E02000103,4
E02000111,E02000030,1
E02006117,E02006691,1
E02001502,E02005196,1
E02001533,E02001633,2
E02001372,E02001329,8
W02000240,E02001876,2
E02000697,E02003444,3
E02000798,E02004464,3
E02004609,E02004658,2
E02000610,E02006400,12
E02005242,E02005279,7
E02006747,E02006510,1
E02005415,E02005677,4
E02002098,E02005923,2
E02000740,E02003311,1
E02004672,E02003673,1
E02006906,E02005987,1
E02004066,E02005862,1
E02000361,E02000061,1
E02000439,E02000027,22
E02002454,E02001579,3
E02001281,E02004516,1
W02000040,E02002576,1
E02006518,E02002867,1
W02000385,E02000001,2
E02000897,E02000419,5
E02006546,E02006451,2
E02000984,E02005207,1
E02001944,E02001838,1
E02005661,E02006386,1
E02003646,E02000524,3
E02004453,E02000776,1
E02002537,E02006904,1
E02001178,E02001034,1
E02004856,E02004950,1
E02000906,E02006141,1
E02003084,E02000538,1
E02001450,E02000193,1
E02003595,E02004727,1
E02000155,E02005071,2
E02000729,E02000734,7
W02000272,W02000366,20
E02004671,E02006009,1
E02006694,E02003113,3
