origin,destination,flow
E02005185,E02001014,1
E02002605,E02003459,1
E02006484,E02000001,1
E02000241,E02000166,2
E02006352,E02004635,1
E02000979,E02000621,6
E02003294,E02000899,1
E02001323,E02000995,2
E02001662,E02006843,244
E02002527,E02002502,4
E02000554,E02000810,2
E02001367,E02001483,1
E02005750,E02002451,1
E02000487,E02000491,16
E02005466,E02005565,3
E02004853,E02000244,2
E02000275,E02003685,2
E02006510,E02005372,2
E02006545,E02006427,1
E02001635,E02002439,1
W02000325,E02002923,1
E02003375,E02000808,1
E02006219,E02002102,4
E02005285,E02001241,14
E02004771,E02004839,10
E02004272,E02003209,8
E02006213,E02006209,65
E02000557,OD0000002,4
E02001949,E02001954,25
E02004328,E02004334,4
E02002475,E02002692,1
E02005057,E02000003,1
E02003178,E02004159,1
E02005198,E02001260,7
E02000705,E02000888,2
E02005107,E02004493,1
E02000111,E02000247,1
E02000311,E02000452,1
E02005315,E02003810,1
E02003785,E02004597,1
E02001678,E02005861,3
E02003250,E02006924,1
E02001376,E02001346,13
E02002148,E02006775,1
E02005081,E02005160,46
E02000002,E02000767,13
E02001441,E02001452,9
E02001442,E02004781,1
E02002299,E02002298,1
E02000663,E02000520,1
E02002577,E02001372,8
E02004634,E02004628,141
E02002911,E02002772,1
E02002102,E02005828,2
E02004558,E02004455,4
E02001249,E02001225,1
E02000285,E02003696,1
E02005991,E02006641,1
E02005352,E02003252,1
W02000367,W02000348,3
E02000023,E02003434,1
E02006192,E02002938,2
E02000553,E02003355,1
E02001849,E02001925,2
E02001114,E02000990,2
E02004258,E02004251,18
E02001235,E02001094,1
E02000919,E02000067,1
E02001395,E02003837,3
E02005777,E02002242,1
E02006482,W02000128,1
E02004051,E02002876,1
W02000340,E02004628,1
E02005218,E02001164,1
E02004591,E02003725,67
E02004192,E02004130,1
E02004955,E02004953,55
E02006852,E02004016,1
E02003041,E02004260,1
E02004719,E02004237,1
E02000847,E02000971,7
E02003650,E02000870,1
E02003816,E02001273,3
E02004460,E02004493,48
E02005963,E02005944,9
E02001410,E02005194,3
E02001455,E02001475,1
W02000069,W02000082,2
E02002992,E02003219,1
E02001774,E02001808,4
E02006819,E02005340,13
E02003870,E02001502,2
E02004833,E02003559,1
E02000885,E02004282,1
E02003421,E02003401,1
E02001290,E02001155,1
E02005756,E02002223,1
E02006347,E02000574,2
E02004474,E02000769,2
E02005307,E02001273,1
E02002402,E02002385,12
E02001926,E02006493,3
E02004975,E02004918,1
E02006184,E02001886,1
E02006045,E02000375,1
E02005503,OD0000003,306
E02006548,E02003498,4
E02002105,E02000538,1
E02005969,E02000576,1
E02001634,E02000972,2
E02003701,E02005954,2
E02004361,E02003644,1
E02002207,E02002352,1
E02000724,E02000162,1
E02004675,E02003374,2
E02000027,E02000750,1
E02003312,E02000744,3
E02004755,E02004799,2
E02003339,E02000825,1
E02001572,E02002472,1
E02003195,E02003838,1
E02006471,E02006479,9
E02000898,E02000324,1
E02000107,E02000267,1
E02000110,E02000411,1
E02002790,E02005783,1
E02001285,E02000193,3
E02001289,E02005263,2
E02004960,E02000884,3
E02002203,E02002340,4
E02000453,E02004902,2
E02002316,E02001229,3
E02003204,E02000403,1
E02005639,E02005373,22
E02005833,E02004672,1
E02003103,E02003353,1
E02003028,E02003060,3
E02004990,OD0000001,331
E02000025,E02006332,2
E02006108,E02006100,102
E02003271,E02003639,3
E02006754,E02006746,64
E02006552,E02000234,1
E02005577,E02005530,1
E02004723,E02003550,21
E02002746,E02004852,1
E02004445,E02000493,2
E02006750,E02006729,21
E02002435,E02002379,1
E02000651,E02000933,4
E02001237,E02001193,11
E02001983,E02002093,1
E02000920,E02000059,1
E02001598,E02001596,60
E02000209,E02000257,1
E02001639,E02001564,2
E02002947,E02006017,2
E02006528,E02001992,5
E02001187,E02001151,1
E02000202,E02000848,1
E02006533,E02004944,1
E02006324,E02000262,1
E02002107,E02004142,1
E02002556,E02005809,1
E02000199,E02000830,12
E02006666,E02004842,2
E02003757,E02005612,2
W02000395,E02000577,1
E02005170,E02006436,2
E02005409,E02002058,1
E02000964,E02000095,1
E02005079,E02006396,2
E02002923,E02005937,1
E02006418,E02003432,4
E02006766,E02006742,4
E02006561,E02000606,7
E02001455,E02002586,3
E02006760,E02005575,1
E02006403,E02000496,4
E02003766,E02006283,1
E02001606,E02002294,1
E02002017,E02002038,34
E02001143,E02006286,1
E02002023,E02002024,9
E02003524,E02004748,17
E02003758,E02003748,1
E02000463,E02000974,16
E02001550,E02001620,2
E02001404,E02001329,1
E02005155,E02000622,1
E02005485,E02002895,2
E02002958,E02006376,1
E02005810,E02005624,1
E02001855,E02001915,8
E02000237,E02006338,1
E02002445,E02002275,6
E02006163,E02002821,1
E02004851,E02004865,1
E02004630,E02004668,1
E02005997,E02005071,1
E02004613,E02005950,1
E02002205,E02002362,1
E02002405,E02002207,5
E02005436,E02005417,50
E02000657,E02005057,1
E02000718,E02000376,1
E02005625,E02003252,1
E02003410,E02003716,3
E02006213,E02006163,6
W02000027,E02006875,1
E02006611,E02006438,5
E02006763,E02005785,1
E02006546,E02006546,352
E02001865,E02002160,1
E02005880,E02002899,1
E02006176,E02002166,15
E02000069,E02000229,1
E02003099,E02004623,1
E02000703,E02006931,1
E02000784,E02000185,2
E02001529,E02001591,8
E02006326,E02003414,2
E02004745,E02004681,1
E02002253,E02005780,1
E02005375,E02006489,1
E02000027,E02000969,1
E02005365,E02006875,1
E02000110,E02003413,2
E02003126,E02003778,1
E02005279,E02002033,1
E02006663,E02004188,2
E02002345,E02002337,6
E02004247,E02003196,24
E02006742,E02006779,6
E02003882,E02001178,3
E02003314,E02002190,1
E02000920,E02000935,1
E02006270,E02006262,22
E02002908,E02002927,15
E02005384,E02005640,1
E02000203,E02000640,1
E02005159,E02000136,1
E02004016,E02001300,1
E02000879,E02000914,1
E02004911,E02006406,2
E02006144,E02004845,3
E02002944,E02002006,1
E02006723,E02002106,3
E02005819,E02004086,1
E02004573,E02006236,19
E02001094,E02001156,1
E02000142,E02000133,36
E02002121,E02006041,1
E02000899,E02000627,1
E02000725,E02000327,1
E02006292,E02006262,1
E02004737,E02003574,1
E02002582,E02005206,1
E02004216,E02001905,1
E02002412,E02002594,1
E02000714,E02003310,7
E02005289,E02006844,1
E02001396,E02002586,3
E02000088,E02003988,1
E02003653,E02000188,1
E02000293,E02000404,7
E02001380,E02001450,3
E02005343,E02003608,1
E02004635,E02000679,1
E02002821,E02005917,1
E02006929,E02000321,4
E02001993,E02005626,2
E02000209,E02000237,3
E02000833,E02000187,5
E02000733,E02003441,1
E02002040,E02006731,2
E02006379,E02000788,1
E02006122,E02006530,3
W02000020,E02006899,1
E02004992,E02003477,1
E02001663,E02001597,4
W02000062,E02003887,2
E02005235,E02004021,2
E02004737,E02003396,1
E02005388,E02002809,1
E02004696,E02000594,2
E02005912,E02005952,1
E02000363,E02003403,1
E02000279,E02006799,1
E02004839,E02000621,1
E02003199,E02000509,1
E02000632,E02000951,2
E02002792,E02002386,2
E02002065,E02002059,40
E02004623,E02005986,24
E02000162,E02000132,26
E02002820,E02006274,2
E02004715,E02003357,1
E02003664,E02000509,5
E02002359,E02002375,2
E02004257,E02006854,2
E02003138,E02004170,1
W02000347,E02003525,2
E02006600,E02003506,1
E02003864,E02003812,8
E02000849,E02005094,1
E02004636,E02004643,15
E02004877,E02004855,1
E02003581,E02006080,1
E02000861,E02000186,10
E02006130,E02006157,11
E02004861,E02000061,2
E02001288,E02000992,3
E02000188,E02000353,4
E02006457,E02000186,9
E02005957,E02005968,6
E02000876,E02004540,1
E02000370,E02000867,3
E02001829,E02001909,2
W02000395,W02000422,112
E02003672,E02003355,1
E02000641,E02000826,10
E02006396,E02006370,4
E02005048,E02003320,5
E02002542,E02001790,1
E02004540,E02000908,5
E02000295,E02004844,1
E02003702,E02004972,2
E02005472,E02005467,108
E02005578,E02000982,1
E02005569,E02005538,2
E02004598,E02000408,3
E02004898,E02004989,46
E02001317,E02000985,1
E02000643,E02003472,1
E02001240,E02001047,5
E02006425,E02000433,1
E02005892,E02001995,1
E02000406,E02000404,19
E02006882,E02000453,27
E02000102,E02000591,1
E02004076,E02002816,8
W02000219,W02000300,1
E02000662,E02000635,5
E02005563,E02005592,1
E02004261,E02003377,2
E02000861,E02000873,4
E02001855,E02006470,3
E02001550,E02001595,8
E02004567,E02004902,1
E02002580,E02001079,2
W02000209,E02004976,1
E02001026,E02005277,1
E02005998,E02000975,1
E02001038,E02001358,1
E02001234,E02001119,6
E02000431,E02004793,1
E02001104,E02001172,1
E02001768,E02004309,5
E02001926,E02006526,2
E02001855,E02001876,123
E02000790,E02004942,1
E02001081,E02001266,6
E02000406,E02000192,24
E02005768,E02002226,1
E02006671,E02000887,1
E02005386,E02006472,2
E02001218,E02001217,29
E02001428,E02002613,4
E02001878,E02002163,1
E02005165,E02000144,8
E02003533,E02004774,11
E02001422,E02001160,1
E02005925,E02006007,1
E02004141,E02004202,22
E02005755,E02002562,1
W02000330,W02000377,12
E02002994,W02000300,1
E02005450,E02002982,1
E02005317,E02005155,1
E02006268,E02000750,1
E02001546,E02001514,2
E02004308,E02002573,3
E02000412,E02003282,1
E02006787,E02000741,1
E02003118,E02003019,45
E02001109,E02006364,1
E02001126,E02006789,1
E02002524,E02003480,2
E02002232,E02002299,5
E02003312,E02000252,1
E02005319,E02005235,1
E02001320,E02001087,1
E02006125,E02001828,1
E02004829,E02006664,4
E02005204,E02000990,5
E02000460,E02000113,8
E02003962,E02003925,2
E02005121,E02003302,1
E02000084,E02000154,26
E02000342,E02000070,1
E02000934,E02000821,2
E02004943,E02003613,1
E02006622,E02006596,12
E02004973,E02003468,1
E02003091,E02000969,1
E02006708,E02006779,4
E02006463,E02003699,1
E02001659,E02005861,2
E02001224,E02001278,2
E02003882,E02002991,1
E02005030,E02000480,1
E02004549,E02000192,1
E02006927,E02000187,4
E02006466,E02000858,1
E02006589,E02006384,41
E02000831,E02000687,3
E02004926,E02003606,1
E02003646,E02000001,7
E02000510,E02000977,26
E02000376,E02000981,3
E02000009,E02000714,1
E02004729,E02003545,7
E02004548,E02000970,11
E02006136,E02000391,1
E02006892,E02006814,1
E02005064,E02004890,2
E02004690,OD0000001,365
E02003501,OD0000002,3
E02002608,E02001282,5
E02003267,E02004870,10
E02006323,E02000241,1
E02006062,E02003009,1
E02003497,OD0000004,4
E02006266,E02006290,1
E02001901,E02002038,8
E02002156,E02000635,1
E02000587,E02000890,6
E02002680,E02002677,244
E02000069,E02000890,1
E02000038,E02000394,5
E02004951,E02001592,1
E02002909,E02006738,11
E02000461,E02000037,1
E02002737,E02003301,1
E02000059,E02000202,2
E02005888,E02005918,1
E02003526,E02000827,2
E02003519,E02001863,1
E02004866,E02003729,2
E02003773,E02003758,24
E02006647,E02003222,3
E02001048,E02001146,5
E02004753,E02003422,8
E02002743,E02005500,2
E02003685,E02000292,1
E02004277,E02000971,2
W02000251,E02005968,2
E02003324,E02004534,1
E02001166,E02000893,1
E02000664,E02000515,1
E02000263,E02005090,1
E02005625,E02004118,1
E02003828,E02001200,2
E02001657,E02002898,1
E02006176,E02005305,1
E02003376,E02003674,1
E02005607,E02005527,6
E02001634,E02001652,110
E02004601,E02000001,2
E02002268,E02002239,9
E02000269,E02000268,60
E02000253,E02003764,1
E02001410,E02001425,15
E02000770,E02000982,8
E02000927,E02006612,1
E02004478,E02000091,3
E02000079,E02006886,1
E02006569,E02004705,8
E02002925,E02003219,1
W02000111,E02006038,1
E02003454,E02006867,1
E02002937,E02002147,1
E02002780,E02002403,4
E02000958,E02006337,2
E02006546,E02004642,1
E02001093,E02003853,1
E02005998,E02005372,1
E02006390,E02006356,7
E02006576,E02000347,1
E02002866,E02003622,2
E02001873,E02001184,2
E02003955,E02003894,2
E02006615,E02004366,2
W02000422,W02000358,12
E02006905,E02005699,3
E02004078,E02004964,1
E02001150,E02002214,1
E02001168,E02001138,1
E02001622,E02002812,1
E02003300,E02006787,1
E02006045,E02002038,1
E02004362,E02000592,1
E02001601,E02004104,3
E02000312,E02003310,1
E02002214,E02001095,1
E02005162,E02000232,1
E02005751,E02004303,1
E02000636,E02000890,4
E02003095,E02004684,2
E02004181,E02004229,3
E02006879,E02006575,1
E02004835,E02003557,44
E02005666,E02006264,1
E02000248,E02004852,1
E02000343,E02000797,2
E02005151,E02006347,1
E02001928,E02003529,2
E02006749,E02004666,5
E02002155,E02006192,1
E02004892,E02003714,1
E02004447,E02006854,9
E02001773,E02001785,19
E02003476,E02004896,1
E02006180,E02002118,2
E02004312,E02001566,1
E02006673,E02003378,1
W02000097,W02000147,1
E02004906,E02000044,13
E02004168,E02003114,1
E02003668,E02006604,1
E02001564,E02006877,1
E02005579,E02005538,1
E02006449,E02000956,1
E02001378,E02005887,2
E02000439,E02000020,1
E02006636,E02003202,1
E02004098,E02004061,1
E02006611,E02006537,5
E02002504,E02005758,2
E02005317,E02005275,1
E02005460,E02003785,1
E02002476,E02001650,1
E02004298,E02001795,9
E02005533,E02005542,42
E02000394,E02000182,1
E02002512,E02005710,1
E02000751,E02006400,1
E02003444,E02004674,2
E02003858,E02000697,1
E02005432,E02004986,1
E02000418,E02004547,1
E02000456,E02000113,6
E02005865,E02002876,16
E02000084,E02004372,1
E02001159,E02002193,1
E02006461,E02006370,8
E02006160,E02006141,3
E02005901,E02005831,2
E02005857,E02006906,32
E02005450,E02003245,1
E02002897,E02005909,8
E02004509,E02006277,1
E02003098,E02004656,6
E02003357,E02000576,5
E02003184,E02004675,1
E02006015,W02000092,1
E02002890,E02001832,4
E02000363,E02000301,1
E02000889,E02000619,2
E02000756,E02000288,9
E02005774,E02002242,2
E02005352,E02005363,4
E02003686,E02003668,3
E02003230,E02003941,1
E02003494,E02004392,1
E02006910,E02001550,1
E02001378,E02001362,7
E02000261,E02000411,2
E02004576,E02006273,1
E02004319,E02003774,1
E02006319,E02006326,30
E02004440,E02000011,1
E02005135,E02006093,1
E02003236,E02006679,1
E02000760,E02000559,4
E02006525,E02005673,1
E02002718,E02002692,1
E02004827,E02003408,1
E02002036,E02002003,2
E02006456,E02000808,10
E02006209,E02005852,1
E02001972,E02003095,1
E02005842,E02005873,1
E02006176,E02002983,1
E02001614,E02006364,1
E02006071,E02006059,3
E02000298,E02000011,1
E02005351,E02000480,1
E02000211,E02005070,1
E02003689,E02000378,1
E02006563,E02006611,1
E02002564,E02002536,7
E02005728,E02001691,1
E02003239,E02002425,1
E02004703,E02000625,1
E02003622,E02000970,1
E02002569,E02003254,1
E02002994,E02003013,3
E02000584,E02000722,1
E02003930,E02006655,1
E02005849,E02002538,1
E02000298,E02000119,2
E02003502,E02003498,14
E02006085,E02004672,1
E02005532,E02000220,1
E02002179,E02002143,1
E02001983,E02001848,1
E02001341,E02002595,1
E02004108,E02006168,1
E02000072,E02001202,5
E02003768,E02000443,1
E02004532,E02004987,2
E02004619,E02003310,1
E02000063,E02003409,2
E02004678,E02003431,1
E02001932,E02001955,7
E02002674,E02002658,2
E02002216,E02002377,5
E02002951,E02004189,2
E02006125,W02000250,1
E02006617,E02006405,2
E02001397,E02001453,6
E02000870,E02003317,1
E02000229,E02003458,1
E02003310,E02005138,1
W02000290,W02000389,2
E02004985,E02004968,1
E02000093,E02004934,2
E02002542,E02001803,3
E02001353,E02001490,3
E02000075,E02000850,1
E02005607,E02003721,1
E02006932,E02001470,5
E02000676,E02000809,56
E02000454,E02003393,1
E02005996,E02000252,1
E02004340,E02001730,7
E02001034,E02006914,17
E02005804,E02005460,1
E02003239,E02003743,5
E02000262,E02000443,1
E02006365,E02000387,1
E02004555,E02004556,50
E02004406,E02005159,3
E02004655,E02003024,3
E02005853,E02004087,7
E02003796,W02000059,1
E02001587,E02001606,9
E02000815,E02000596,3
E02001042,E02000985,1
E02003422,E02000261,1
E02002198,E02002334,1
E02000147,E02006364,3
E02000335,E02000764,1
E02002046,E02002162,1
E02003368,E02003212,4
E02000177,E02000058,1
E02000008,E02000568,2
E02000619,E02000773,1
E02004389,E02000979,13
W02000335,E02006683,1
E02001125,E02001156,5
E02006595,E02006633,7
E02000170,E02000524,2
E02006707,E02001862,1
E02002651,E02006091,1
E02002117,E02006186,1
E02004341,E02004309,25
E02000369,E02000619,2
E02003096,E02003100,97
E02000438,E02000451,8
E02006130,E02006038,2
E02003321,E02000736,1
W02000298,E02003135,1
W02000039,W02000057,1
E02004566,E02004472,4
E02005879,E02006906,12
E02006788,OD0000002,3
E02002772,E02005760,28
E02003848,E02003805,13
E02000163,E02005113,1
E02006147,E02002898,4
E02003346,E02003332,7
E02000552,E02006854,11
E02004442,E02003437,1
E02002800,E02005866,2
E02002388,E02002371,10
E02004284,E02006067,1
E02001596,E02000107,1
W02000062,E02001465,2
E02000174,E02000679,1
E02002084,E02006514,1
W02000244,E02001325,1
E02004796,E02004795,362
E02003708,E02005972,1
E02005913,E02006904,210
E02006661,E02000053,1
E02000606,E02000789,2
E02000682,E02000296,4
E02003104,E02004669,2
E02006172,E02002967,7
E02005491,E02005455,2
W02000024,E02002130,1
E02002061,E02002096,1
E02002642,E02005300,3
E02000756,E02003611,1
E02004462,E02004498,11
W02000109,E02002389,1
E02000858,E02006371,6
E02001712,OD0000002,10
E02005695,E02001184,1
E02005494,E02000412,1
E02000909,E02000002,1
E02002021,E02001939,2
E02004223,E02003408,1
E02006934,E02001463,3
E02005893,E02006130,1
E02006364,E02006457,3
E02004901,E02000173,12
E02003672,E02003399,1
E02006633,E02006432,1
E02001427,E02001249,1
E02003251,E02000835,1
E02000392,E02000581,8
W02000187,W02000164,4
E02006757,E02000972,3
E02001595,E02001625,4
E02000138,E02006341,2
E02004777,E02004700,1
E02006127,E02002930,3
E02000855,E02000040,1
E02000331,E02004427,1
W02000125,W02000152,3
E02000908,E02000980,11
E02002579,E02002587,9
E02004459,E02004469,2
E02001298,E02002617,1
E02000727,E02000735,15
E02006181,E02002031,4
E02006536,E02004381,18
E02005036,E02003344,1
E02002255,E02001132,1
E02006041,E02002107,1
E02001663,E02004095,1
E02006175,E02003888,1
E02003175,E02003539,1
E02003295,E02004475,9
E02006097,E02004159,5
W02000156,W02000141,2
E02000479,E02000882,1
E02005964,E02003450,3
E02004100,E02001255,4
E02005252,E02002631,2
E02000149,E02004497,1
E02002391,E02002394,9
E02004882,E02003726,1
E02003853,E02002323,1
E02001939,E02001988,3
E02000062,E02000562,1
E02000307,E02000921,1
E02002426,E02002401,4
E02002591,E02000808,1
E02000137,E02000243,1
E02006694,E02003014,1
E02006431,E02000599,1
E02000329,E02000068,14
E02002029,E02002102,3
E02002322,E02001200,2
E02004227,E02003126,6
E02005043,E02005057,2
E02005151,E02004381,1
E02004672,E02006647,1
E02006859,E02000001,449
E02001883,E02004844,1
E02004461,E02000371,7
W02000348,E02003108,4
E02004444,E02000918,1
E02004361,E02005020,1
E02000662,E02000977,155
E02003000,E02003017,4
E02003858,S92000003,2
E02006800,E02000186,14
E02005642,E02003488,1
E02006648,E02003236,13
E02000612,E02000794,4
E02004065,E02000568,1
E02003654,E02005665,1
E02006120,E02002128,1
E02000822,E02000386,2
E02003141,E02004217,7
E02003473,E02004845,1
E02005226,E02004682,1
E02001440,E02006526,1
E02001787,E02001804,1
E02001648,E02004095,1
E02000097,E02003355,1
E02000178,E02003179,1
E02003975,E02004005,58
E02005292,E02001448,1
E02003715,E02003679,4
E02005544,E02006313,6
E02004904,E02003644,3
E02006628,E02006552,21
E02004097,E02002304,1
E02002322,E02002996,1
W02000093,W02000367,1
E02001850,E02001849,25
E02006767,E02001879,3
E02002469,E02002723,1
E02004322,E02001820,3
E02001402,E02002606,2
E02004361,S92000003,6
E02000689,E02000822,1
E02005466,E02000252,1
E02006546,E02006581,7
E02002977,E02006158,2
E02005685,E02005397,1
E02002259,E02001151,1
E02001501,E02001400,5
E02006630,E02003494,3
E02000601,E02006456,2
E02001714,E02001725,105
E02001801,E02001686,2
W02000229,W02000274,3
E02005371,E02005386,15
E02000315,E02006663,1
E02005832,E02002701,1
E02003155,E02003164,22
E02005075,E02000629,1
E02005721,E02000267,1
E02002079,E02003878,1
W02000167,W02000386,1
E02001470,E02000606,1
E02002458,E02001663,1
E02006329,E02000369,1
E02002429,E02002418,1
W02000351,W02000358,53
E02005617,E02005634,2
E02005998,E02003667,1
E02006837,E02000854,12
E02003043,E02006680,1
E02003282,E02000982,6
E02002007,E02001899,2
E02005992,E02005942,6
E02001580,E02001561,4
E02006718,E02000001,1
E02001559,E02004622,1
E02006819,E02006471,1
E02001666,E02004064,8
E02002644,E02005209,77
E02000659,E02000362,1
E02005082,E02006612,2
E02006458,E02000576,14
E02006229,OD0000004,5
E02000663,E02000588,14
W02000125,OD0000002,5
E02003591,E02003590,64
E02002933,E02006014,2
E02001922,E02006473,6
E02002031,E02002000,5
E02004246,E02003181,11
E02006449,E02003441,1
E02003829,E02000188,2
W02000202,W02000367,1
E02002138,E02002034,1
E02000174,E02001999,1
E02003488,E02001904,2
E02000118,E02000629,2
E02005725,E02001686,27
E02006659,E02001214,2
E02005296,E02005264,74
W02000255,W02000104,1
E02004097,E02001632,2
E02006440,E02006356,73
E02006443,E02006321,1
E02000372,E02006796,1
E02002192,E02006843,2
E02002736,E02005816,1
E02000619,E02006801,166
E02006015,E02002937,11
E02004694,E02000967,1
E02003953,E02006578,1
E02006564,E02000193,4
E02003574,E02003575,22
E02005069,E02003344,3
E02000950,E02005107,1
E02001500,E02001482,208
E02001554,E02001601,1
E02000146,E02005093,1
E02005106,E02004972,1
E02003257,E02000978,1
W02000378,E02006887,4
E02005064,E02006463,1
E02004278,E02004240,2
E02000356,E02000242,1
E02000122,E02000411,2
E02003430,E02003536,1
E02000483,E02000968,1
E02002022,E02001322,1
E02006457,E02004990,1
E02001090,E02001072,6
E02002037,E02002023,3
E02002737,E02002738,3
E02001454,E02002127,1
E02000178,E02000418,1
E02005408,E02006526,1
E02000849,E02000231,9
E02000988,E02005263,1
E02003792,E02004347,1
E02006646,E02000809,1
E02002846,E02005828,1
E02005071,E02005756,1
E02003050,E02006058,2
E02002990,E02002991,715
E02005538,E02000194,1
E02001455,E02001160,1
E02003440,E02004803,1
E02001529,E02005640,1
E02000571,E02000106,2
E02004995,E02004985,26
E02006924,E02000875,5
E02003656,E02000787,1
E02001223,E02003834,1
E02001489,E02001460,6
E02005776,E02002692,3
E02004903,E02003666,1
E02006806,E02006485,21
E02006652,E02003037,6
E02002479,E02002403,2
E02000703,E02004808,2
E02002433,E02001640,2
E02002568,E02006812,6
E02005705,E02001731,91
E02003461,E02000559,1
E02003819,E02003810,2
E02006807,E02006696,1
E02002663,E02002742,5
E02004535,E02004897,3
E02005617,E02006169,1
E02005842,E02002208,1
E02006053,E02003018,1
E02003530,E02004732,1
E02001414,E02001178,3
E02006391,E02003517,6
E02004684,E02000511,1
E02001031,E02003271,1
E02000641,E02000620,24
E02002206,E02002593,2
E02003178,E02003078,1
E02002835,E02005352,12
E02005935,E02006169,1
E02003477,E02000531,1
E02005694,E02004535,2
E02003264,E02003721,1
E02000997,E02001350,2
W02000390,W02000291,1
E02004151,E02004160,9
E02000488,E02005338,1
E02006504,E02006510,18
E02006589,E02006608,5
E02000826,E02003695,1
E02004146,E02004135,5
W02000339,W02000408,1
E02002352,E02006876,85
E02005878,E02006224,1
W02000122,E02003007,2
E02005487,E02003602,1
E02002624,E02002628,39
E02005580,E02005457,1
E02001856,E02001840,14
E02000014,E02003571,1
E02000667,E02000153,1
E02000697,E02000249,1
E02003796,E02001270,2
E02006805,E02001970,11
E02003576,E02003525,7
E02004192,E02003137,1
E02001006,E02001073,6
E02003747,E02006258,3
W02000313,W02000194,1
E02004045,E02001560,11
E02000644,E02000592,9
E02004671,E02006854,2
E02003436,E02000517,2
E02003015,E02003054,12
E02005125,E02000192,1
W02000338,W02000391,6
E02004979,E02005590,1
E02004989,E02002906,4
E02006104,E02004038,1
E02000223,E02000818,1
E02005790,E02004605,1
E02001524,E02001184,1
E02006093,E02005777,1
E02005190,E02001005,10
E02003268,E02004993,4
E02003433,E02003410,7
E02000993,E02001040,2
E02005572,E02000725,1
E02005414,E02005358,2
E02005137,E02005053,12
E02005395,E02005387,4
E02002420,E02004306,1
E02006578,E02003413,2
E02005352,E02005371,4
E02000606,E02000664,1
E02006680,E02003026,3
E02004076,E02002982,3
E02003369,E02003235,1
E02000049,E02000376,4
E02006069,E02006068,535
E02006432,E02000225,4
E02004657,E02005570,1
E02000930,E02000534,23
E02000489,E02000881,4
E02005368,E02005639,17
E02005609,E02006238,1
E02001809,E02002548,5
E02000084,E02000818,2
E02001931,E02006809,2
E02000641,E02000616,2
E02004890,E02004956,2
E02004726,E02003574,14
E02002889,E02002803,1
E02002225,E02002069,1
E02002128,E02002120,19
E02001265,E02002576,3
E02002284,E02001591,1
E02005155,E02003316,5
E02003824,E02001578,1
E02005397,E02006492,5
E02006140,E02002969,1
E02003859,W02000072,1
E02000209,E02000948,1
E02003099,E02004667,1
E02005665,E02006523,4
E02000110,E02003420,1
E02004986,E02004550,1
E02001143,E02005200,1
E02006337,E02002812,1
E02001852,OD0000004,2
E02005913,E02002824,1
E02003607,E02002019,1
E02001904,E02001951,1
E02004939,E02000188,7
E02004728,E02004786,7
E02001051,E02001234,2
W02000197,E02000692,1
E02004554,E02004545,243
W02000111,W02000096,1
E02001893,E02006522,1
E02000520,E02003686,1
E02005162,E02005000,6
E02005218,E02005214,33
E02004657,OD0000001,549
E02000282,E02004918,1
E02005585,E02003728,1
E02002194,E02002331,2
E02001870,E02002137,3
E02006495,E02005387,7
E02006663,E02006685,5
E02004610,E02006718,5
E02001047,E02005281,1
E02003351,E02000878,2
E02003259,E02003613,9
E02006338,E02000941,1
E02000150,E02000151,1
E02006020,E02002784,1
E02006875,E02005763,1
E02000710,E02003415,1
E02003428,E02006458,2
E02002902,E02004054,8
E02000050,E02004903,3
E02002083,E02006721,1
E02003627,E02003477,3
E02002119,E02005409,2
E02006541,E02005025,1
E02001202,E02006912,38
E02006396,E02004834,1
E02000350,E02000430,3
E02000508,E02003708,1
E02006177,E02006187,1
E02001813,E02001749,1
E02001020,E02001148,3
E02004731,E02000564,1
E02000182,E02000262,1
E02002252,E02001148,1
E02006154,E02002122,1
E02000943,E02000757,1
E02001307,E02002609,1
E02006321,E02000891,2
E02000483,E02001202,2
E02001892,E02002095,3
E02006345,E02000376,1
E02006313,E02006398,1
E02003502,E02006551,1
E02002140,E02002314,1
E02000772,E02000509,3
E02003444,E02003425,35
E02004626,E02006717,4
E02004346,E02005764,1
E02003416,E02003379,1
E02003052,E02003000,4
E02004914,E02004507,1
E02001457,E02001392,2
E02006383,E02000590,1
E02002685,E02002782,2
E02000623,E02000284,1
E02004960,E02000971,10
E02006243,E02004594,2
E02002046,E02002035,1
E02000646,E02000559,11
E02000369,E02000876,14
E02002246,E02000993,1
E02003582,E02005053,1
E02002001,E02002051,4
E02001797,OD0000004,3
E02000416,E02006377,1
E02001312,E02001069,2
E02003734,E02004948,1
E02003398,E02000111,1
E02006221,E02004128,6
E02003250,E02005633,3
E02000901,E02000662,2
E02004417,E02004400,2
E02004944,E02003600,1
E02003293,E02000881,1
E02002831,E02004622,1
E02003440,E02003392,16
E02000573,E02000314,1
E02004106,E02001622,2
E02006150,E02002816,1
E02003822,E02001262,7
E02004422,E02003514,2
E02005522,E02005599,3
E02000537,E02000038,1
E02003731,E02000583,1
E02000290,E02000058,1
E02000362,E02003100,1
E02002097,E02000576,1
E02003195,E02004268,3
E02003415,E02000967,2
E02001809,E02001772,1
E02000880,E02000361,8
E02005506,E02006826,1
E02005037,E02003324,1
E02001456,E02001480,2
E02001605,E02004845,1
E02004983,E02004915,1
E02006575,E02006199,1
E02004454,E02004523,1
E02003483,E02003625,9
E02005589,E02006281,3
